ID,Resort,Latitude,Longitude,Country,Continent,Price,Season,Highest point,Lowest point,Beginner slopes,Intermediate slopes,Difficult slopes,Total slopes,Longest run,Snow cannons,Surface lifts,Chair lifts,Gondola lifts,Total lifts,Lift capacity,Child friendly,Snowparks,Nightskiing,Summer skiing,Country_numeric,Continent_numeric,Child friendly_numeric,Snowparks_numeric,Nightskiing_numeric,Summer skiing_numeric,Season_numeric,key,Rank,Other_name,Rating,rank
479,Diavolezza-?Lagalb,46.429214,9.977345144,Switzerland,Europe,59,"October - November, December - May, June - October",3006,2091,0,21,10,31,10,20,9,2,0,11,3970,Yes,No,No,Yes,6,0,1,0,0,1,12,diavolezza lagalb,244.0,Diavolezza/Lagalb,1005.7,244.0
480,Kubi?nska hol?a,49.2852625,19.26742095,Slovakia,Europe,26,December - April,1396,720,2,10,2,14,0,60,2,1,2,5,11480,Yes,Yes,No,No,26,0,1,1,0,0,5,kubi nska hol a,,,,
481,Stevens Pass,47.7456352,-121.089171,USA,North America,63,December - April,1750,1170,4,18,15,37,0,0,0,10,0,10,17110,Yes,Yes,Yes,No,10,1,1,1,1,0,5,stevens pass,308.0,Stevens Pass,991.4,308.0
482,Ga?la?,61.5058146,9.7847118,Norway,Europe,43,November - April,1148,800,13,5,1,19,3,50,7,1,0,8,7600,Yes,Yes,Yes,No,0,0,1,1,1,0,6,ga la,927.0,Gåla,915.4,927.0
483,Kvitfjell,58.6834043,9.0280158,Norway,Europe,45,October - May,1039,185,19,10,5,34,4,90,14,2,0,16,17952,Yes,Yes,Yes,No,0,0,1,1,1,0,8,kvitfjell,184.0,Kvitfjell,1021.0,184.0
484,Molines-en-Queyras-?Saint-Ve?ran,44.7122166,6.870256556,France,Europe,29,December - April,2800,1750,20,12,1,33,0,0,9,5,0,14,12290,Yes,No,No,No,8,0,1,0,0,0,5,molines en queyras saint ve ran,609.0,Molines-en-Queyras/Saint-Véran,944.0,609.0
485,Tatranska? Lomnica,49.1655267,20.2791933,Slovakia,Europe,35,December - April,2190,888,5,5,1,11,6,216,3,1,0,4,12480,Yes,No,No,No,26,0,1,0,0,0,5,tatranska lomnica,,,,
486,Mt. Dobson,-43.9218555,169.757177,New Zealand,Oceania,51,July - October,2046,1692,2,5,3,10,0,2,2,4,3,9,3660,Yes,No,No,Yes,3,2,1,0,0,1,4,dobson,,,,
487,Kanin-Sella Nevea-?Bovec,46.3649708,13.48181712,Slovenia,Europe,35,December - April,1103,460,4,6,0,10,0,0,3,4,4,11,11670,Yes,No,No,No,16,0,1,0,0,0,5,kanin sella nevea bovec,,,,
488,Postwiesen Skidorf-Neuastenberg,51.188476,8.518201,Germany,Europe,26,December - March,730,605,3,3,1,7,1,23,8,1,0,9,6762,Yes,Yes,Yes,No,5,0,1,1,1,0,4,postwiesen skidorf neuastenberg,904.0,Postwiesen Skidorf,917.5,904.0
489,Kaiseregg-?Riggisalp-Schwarzsee,46.6524972,7.3190559,Switzerland,Europe,34,December - March,1750,1050,14,5,1,20,0,46,11,3,1,15,5790,Yes,Yes,Yes,No,6,0,1,1,1,0,4,kaiseregg riggisalp schwarzsee,887.0,Kaiseregg/Riggisalp,918.8,887.0
490,St. Pierre de Chartreuse-Le Planolet,45.3422689,5.8146864,France,Europe,21,December - April,1800,900,18,12,5,35,0,35,3,2,0,5,12610,Yes,No,No,No,8,0,1,0,0,0,5,st pierre de chartreuse le planolet,771.0,St. Pierre de Chartreuse,927.6,771.0
491,Loon Mountain,44.5164518,-74.6496253,USA,North America,73,November - April,930,300,15,28,7,50,0,0,2,9,1,12,17034,Yes,Yes,No,No,10,1,1,1,0,0,6,loon,511.0,Loon Mountain,958.5,511.0
492,Oberjoch-Bad Hindelang- Iseler,47.5087114,10.4087222,Germany,Europe,38,December - April,1559,1130,6,24,2,32,2,70,2,4,0,6,12388,Yes,Yes,Yes,No,5,0,1,1,1,0,5,oberjoch bad hindelang iseler,377.0,Oberjoch (Bad Hindelang) – Iseler,979.1,377.0
493,Mo?nichkirchen-?Mariensee,47.5235306,15.99868228,Austria,Europe,35,March,1450,870,5,6,2,13,0,80,3,3,0,6,6741,Yes,Yes,No,No,1,0,1,1,0,0,1,mo nichkirchen mariensee,849.0,Mönichkirchen/​Mariensee,921.6,849.0
494,Gra?chen,46.1960178,7.8421612,Switzerland,Europe,48,December - April,2864,1619,9,31,2,42,7,0,9,5,1,15,13860,Yes,No,No,No,6,0,1,0,0,0,5,gra chen,1849.0,Chapeau Râblé,867.7,1849.0
495,Puigmal,42.3950066,2.1088833,France,Europe,0,Unknown,2700,1830,9,15,7,31,0,0,11,2,0,13,11865,Yes,No,No,No,8,0,1,0,0,0,0,puigmal,1086.0,Puigmal,905.7,1086.0
496,Kranzberg-Mittenwald,47.4513588,11.2286303,Germany,Europe,29,December,1350,980,6,7,2,15,2,8,9,1,0,10,5850,Yes,Yes,Yes,No,5,0,1,1,1,0,1,kranzberg mittenwald,568.0,Kranzberg,948.6,568.0
497,Wetterstein lifts-Wettersteinbahnen- Ehrwald,47.406897,10.927998,Austria,Europe,43,December - March,1530,1000,15,5,3,23,3,33,6,4,0,10,5425,Yes,Yes,No,No,1,0,1,1,0,0,4,wetterstein lifts wettersteinbahnen ehrwald,481.0,Ehrwalder Wettersteinbahnen,963.5,481.0
498,Stuhleck-Spital am Semmering,47.5741948,15.7899645,Austria,Europe,42,April,1774,777,18,6,0,24,0,240,7,2,0,9,14400,Yes,Yes,Yes,No,1,0,1,1,1,0,1,stuhleck spital am semmering,306.0,Stuhleck,991.5,306.0
499,Le Massif,47.2759,-70.6259857,Canada,North America,51,December - April,806,36,12,16,11,39,3,716,2,3,2,7,11759,Yes,Yes,No,No,2,1,1,1,0,0,5,le massif,491.0,Le Massif,961.9,491.0
